Gene	trt1	trt2	trt3	trt4	ctl1	ctl2	ctl3	ctl4
Zm00001eb370130	224	375	173	262	359	310	255	399
Zm00001eb370140	676	711	776	694	621	630	663	738
Zm00001eb370150	835	928	907	801	1025	832	977	1258
Zm00001eb370160	1200	1413	1367	1135	1702	1459	1452	1499
Zm00001eb370170	658	696	779	694	1167	801	797	812
Zm00001eb370180	5066	6337	4808	5667	6075	4954	4434	5179
Zm00001eb370200	4030	4554	4556	4094	3393	2412	2270	2440
Zm00001eb370210	264	539	307	438	383	272	238	275
Zm00001eb370220	817	1122	860	968	1539	1015	1061	1082
Zm00001eb370230	198	249	230	426	123	122	203	338
Zm00001eb370240	1856	2068	1761	1443	1999	1463	1470	1920
Zm00001eb370250	0	0	0	0	0	0	0	0
Zm00001eb370260	7	8	1	17	58	55	17	14
Zm00001eb370270	0	0	0	0	0	0	0	0
Zm00001eb370280	0	0	5	0	0	0	0	2
Zm00001eb370290	588	797	770	549	1157	690	715	781
Zm00001eb370300	292	463	413	356	363	210	344	457
Zm00001eb370310	45	118	86	122	95	72	87	135
Zm00001eb370320	4613	5410	4960	4861	4087	3777	4165	4965
Zm00001eb370330	26893	30034	27238	26979	24413	19687	21080	22458
Zm00001eb370340	0	0	0	0	4	0	0	0
Zm00001eb370350	3	13	18	15	18	8	2	45
Zm00001eb370370	804	775	655	820	811	523	382	649
Zm00001eb370380	716	928	649	677	775	593	616	685
Zm00001eb370400	1	0	5	6	6	0	0	0
Zm00001eb370410	524	531	597	652	471	367	288	443
Zm00001eb370420	0	0	0	0	0	0	0	0
Zm00001eb370430	32	64	39	35	67	61	50	65
Zm00001eb370440	338	400	337	389	335	316	298	381
Zm00001eb370450	20	39	38	2	79	45	69	42
Zm00001eb370460	406	437	427	306	1069	747	438	778
Zm00001eb370470	258	367	343	260	1062	836	712	582
Zm00001eb370480	281	285	286	216	500	238	263	252
Zm00001eb370490	224	375	349	349	256	199	243	415
Zm00001eb370500	10	1	7	0	4	1	0	6
Zm00001eb370510	0	7	0	13	9	0	1	11
Zm00001eb370520	179	308	375	401	317	247	377	490
Zm00001eb370530	628	581	590	576	693	607	477	738
Zm00001eb370540	0	0	0	0	0	5	0	0
Zm00001eb370550	0	0	0	0	0	0	0	2
Zm00001eb370560	1055	1176	1331	1049	1085	932	760	1230
Zm00001eb370570	0	0	0	0	0	0	0	0
Zm00001eb370580	665	612	623	438	1083	670	647	554
Zm00001eb370590	51	42	73	32	43	20	13	50
Zm00001eb370600	18	52	29	22	51	10	67	40
Zm00001eb370610	22	39	25	87	14	26	29	43
Zm00001eb370620	524	536	428	435	644	508	363	489
Zm00001eb370630	0	0	0	0	0	0	0	0
Zm00001eb370640	0	0	0	0	0	0	0	0
Zm00001eb370650	640	672	740	589	594	500	581	569
Zm00001eb370660	0	0	0	0	2	0	9	2
Zm00001eb370670	0	0	0	0	0	0	0	0
Zm00001eb370680	0	0	0	0	0	0	0	0
Zm00001eb370690	0	5	0	0	0	4	0	4
Zm00001eb370700	14	2	0	5	14	15	0	0
Zm00001eb370710	4	4	0	0	0	0	0	0
Zm00001eb370720	0	0	0	12	0	0	0	0
Zm00001eb370730	7	8	0	21	15	17	8	0
Zm00001eb370740	0	0	0	0	0	0	0	0
Zm00001eb370750	8	1	0	0	0	0	0	3
Zm00001eb370760	0	0	0	0	0	0	0	0
Zm00001eb370770	0	0	14	6	21	7	31	16
Zm00001eb370780	0	0	0	0	0	0	0	0
Zm00001eb370790	5499	7107	6357	6884	7370	6756	8084	8227
Zm00001eb370810	108	62	83	145	103	58	32	157
Zm00001eb370820	0	0	0	0	0	0	0	0
Zm00001eb370830	311	324	225	232	238	172	157	255
Zm00001eb370840	0	0	0	0	0	0	0	0
Zm00001eb370850	187	297	276	387	178	126	173	266
Zm00001eb370860	996	1329	1108	1030	1188	977	978	1216
Zm00001eb370870	35	75	50	35	133	70	42	86
Zm00001eb370880	255	280	195	210	201	198	139	204
Zm00001eb370890	81	82	47	27	28	27	61	73
Zm00001eb370900	18	17	0	16	4	0	3	13
Zm00001eb370910	1541	1624	1485	1559	1797	1485	1361	1404
Zm00001eb370920	193	131	192	140	119	97	135	182
Zm00001eb370930	27	8	4	7	12	4	27	13
Zm00001eb370940	0	6	0	0	0	0	0	1
Zm00001eb370950	50	76	58	63	72	80	64	65
Zm00001eb370960	240	162	179	104	340	230	110	124
Zm00001eb370970	0	0	3	0	0	0	0	0
Zm00001eb370980	309	284	321	281	473	314	380	382
Zm00001eb370990	1465	1779	1851	1192	3743	3360	3220	2332
Zm00001eb371000	378	378	326	352	412	346	379	433
Zm00001eb371010	923	928	1154	781	1162	870	1094	1098
Zm00001eb371020	2118	2655	2414	2510	2764	2269	2151	2461
Zm00001eb371030	8	29	35	10	22	44	24	69
Zm00001eb371040	0	0	0	0	0	0	0	0
Zm00001eb371050	2173	2597	2125	2011	2422	1857	1524	2257
Zm00001eb371060	0	0	0	0	0	0	0	0
Zm00001eb371070	0	19	1	0	9	14	3	12
Zm00001eb371080	136	78	79	94	114	74	58	79
Zm00001eb371090	308	308	364	402	351	243	208	249
Zm00001eb371100	510	560	530	496	460	399	290	412
Zm00001eb371110	31	23	25	13	35	37	49	26
Zm00001eb371130	89	94	133	64	55	36	50	39
Zm00001eb371140	7	2	23	4	16	21	10	20
Zm00001eb371150	330	343	397	371	461	303	280	463
Zm00001eb371160	0	0	0	0	0	0	0	9
Zm00001eb371170	0	0	0	0	0	0	0	0
Zm00001eb371180	9	29	11	20	30	33	48	17
Zm00001eb371190	4	0	1	0	0	8	5	7
Zm00001eb371200	5282	6115	5530	5338	6817	5627	5961	6211
Zm00001eb371210	17	31	51	38	43	42	27	36
Zm00001eb371220	0	0	0	0	0	0	0	0
Zm00001eb371230	0	0	0	0	0	0	0	0
Zm00001eb371240	27	46	32	66	60	40	69	87
Zm00001eb371250	1445	1744	1634	1741	2004	1320	1248	1694
Zm00001eb371260	0	0	0	0	0	0	0	0
Zm00001eb371270	4	9	16	0	5	7	0	0
Zm00001eb371280	0	0	0	0	0	0	0	0
Zm00001eb371290	1122	1416	1043	1292	1724	1299	786	1246
Zm00001eb371300	221	249	247	254	1380	916	592	679
Zm00001eb371310	0	0	0	0	0	0	0	0
Zm00001eb371320	118	161	150	112	157	82	147	164
Zm00001eb371330	0	0	0	0	0	0	0	0
Zm00001eb371340	0	0	0	0	0	0	0	0
Zm00001eb371350	3	0	0	0	0	0	0	0
Zm00001eb371360	0	0	0	0	0	0	0	0
Zm00001eb371370	0	0	0	0	0	0	0	0
Zm00001eb371380	0	0	0	0	0	0	0	0
Zm00001eb371400	0	0	0	0	0	0	0	0
Zm00001eb371410	0	0	0	0	4	0	0	0
Zm00001eb371420	0	0	0	0	4	0	0	0
Zm00001eb371430	0	6	0	0	9	4	0	0
Zm00001eb371440	0	0	0	0	0	0	0	0
Zm00001eb371450	0	0	0	0	0	0	0	0
Zm00001eb371460	0	0	0	0	0	0	0	0
Zm00001eb371470	0	0	0	0	0	0	0	0
Zm00001eb371480	0	0	0	0	0	0	0	0
Zm00001eb371490	835	808	894	684	744	584	430	478
Zm00001eb371500	310	416	290	397	408	182	224	264
Zm00001eb371510	0	0	0	0	0	0	0	0
Zm00001eb371520	1470	1761	2250	1568	1576	1725	2120	2009
Zm00001eb371530	24	25	29	8	35	17	6	22
Zm00001eb371540	0	0	0	0	0	0	0	0
Zm00001eb371550	0	0	0	0	7	3	0	0
Zm00001eb371560	0	0	10	0	0	0	0	0
Zm00001eb371580	0	0	0	0	0	0	0	0
Zm00001eb371590	410	470	548	529	461	415	592	384
Zm00001eb371600	0	0	0	0	0	0	0	0
Zm00001eb371610	313	578	480	506	384	346	451	532
Zm00001eb371620	0	0	0	0	0	0	0	0
Zm00001eb371630	91	112	84	78	253	103	173	134
Zm00001eb371640	95	61	57	76	132	57	46	79
Zm00001eb371650	0	0	6	0	0	0	0	0
Zm00001eb371680	21	4	1	0	9	5	16	16
Zm00001eb371690	0	0	0	0	0	0	0	0
Zm00001eb371700	0	0	0	0	0	0	0	0
Zm00001eb371710	0	0	0	0	0	0	0	0
Zm00001eb371720	32	8	61	44	37	13	25	18
Zm00001eb371730	257	270	241	216	108	187	180	167
Zm00001eb371740	1386	1604	1285	1410	1889	1171	1259	1325
Zm00001eb371750	16	3	18	17	1	0	3	2
Zm00001eb371760	1393	1460	1483	1217	2313	1624	1910	1792
Zm00001eb371770	628	623	524	521	920	631	436	579
Zm00001eb371780	0	0	0	0	0	0	0	0
Zm00001eb371800	20	5	12	0	86	92	86	66
Zm00001eb371810	0	3	10	0	13	0	9	0
Zm00001eb371820	0	0	0	0	0	2	7	0
Zm00001eb371830	8	23	30	21	41	33	28	81
Zm00001eb371840	6	5	17	10	9	3	8	25
Zm00001eb371860	0	0	0	0	0	0	0	0
Zm00001eb371870	0	0	0	0	0	0	0	0
Zm00001eb371880	125	106	98	148	96	106	197	108
Zm00001eb371890	37	66	29	22	40	49	61	62
Zm00001eb371900	551	535	551	395	613	477	413	490
Zm00001eb371910	0	0	7	0	0	0	6	0
Zm00001eb371920	0	0	0	0	0	0	0	0
Zm00001eb371930	66	80	91	80	96	30	70	49
Zm00001eb371940	20	25	34	2	20	16	20	47
Zm00001eb371950	170	140	84	108	137	89	93	150
Zm00001eb371960	14	22	5	43	37	31	26	23
Zm00001eb371970	0	0	0	0	0	0	0	0
Zm00001eb371980	11	7	2	8	24	3	23	1
Zm00001eb371990	0	0	0	0	0	0	0	0
Zm00001eb372000	0	0	0	0	0	0	0	0
Zm00001eb372010	0	0	0	0	0	0	0	0
Zm00001eb372020	0	0	10	0	14	0	1	4
Zm00001eb372030	0	0	0	0	10	1	0	3
Zm00001eb372040	1	0	0	3	0	2	0	4
Zm00001eb372060	0	0	0	0	0	0	0	0
Zm00001eb372070	51	45	23	68	87	54	81	90
Zm00001eb372100	0	0	0	0	0	0	0	0
Zm00001eb372110	0	0	0	0	0	0	0	0
Zm00001eb372120	0	0	0	0	0	0	0	0
Zm00001eb372130	57	74	23	45	117	50	30	25
Zm00001eb372140	0	0	0	0	0	0	0	0
Zm00001eb372150	34	22	2	7	22	1	5	3
Zm00001eb372160	0	0	0	0	0	0	0	0
Zm00001eb372170	0	0	0	0	0	0	0	0
Zm00001eb372180	3	3	12	11	19	15	36	24
Zm00001eb372190	0	0	0	0	0	0	0	0
Zm00001eb372200	301	354	192	211	222	176	83	95
Zm00001eb372210	2245	2091	1680	2044	1719	1188	884	1288
Zm00001eb372220	180	209	195	181	142	138	125	199
Zm00001eb372230	0	0	0	0	0	0	0	0
Zm00001eb372260	0	0	0	0	0	0	0	0
Zm00001eb372270	0	7	0	3	0	0	0	0
Zm00001eb372280	2	4	20	0	2	1	0	6
Zm00001eb372290	0	0	0	0	1	0	0	0
Zm00001eb372300	0	0	0	1	0	0	0	0
Zm00001eb372310	0	0	0	0	0	0	0	0
Zm00001eb372320	0	0	0	0	0	0	0	3
Zm00001eb372330	773	791	788	877	601	470	419	638
Zm00001eb372340	0	0	0	0	0	0	0	0
Zm00001eb372350	0	0	0	0	0	0	0	0
Zm00001eb372360	0	0	0	0	2	2	0	0
Zm00001eb372370	68	62	46	88	63	50	64	31
Zm00001eb372380	0	0	0	0	0	0	0	0
Zm00001eb372390	7	11	10	29	21	8	0	21
Zm00001eb372400	0	0	0	0	0	0	0	0
Zm00001eb372410	1674	2230	2135	2129	2079	1563	1923	1955
Zm00001eb372420	110	185	187	211	595	604	925	488
Zm00001eb372440	0	0	0	0	0	0	0	0
Zm00001eb372450	0	0	0	0	0	0	0	0
Zm00001eb372460	0	0	0	0	0	0	0	0
Zm00001eb372470	0	0	0	0	0	0	0	0
Zm00001eb372480	0	0	0	0	0	0	0	0
Zm00001eb372490	0	0	7	0	0	0	4	0
Zm00001eb372500	234	339	355	229	287	301	296	225
Zm00001eb372510	14	5	6	0	2	2	0	0
Zm00001eb372520	0	0	0	0	0	5	0	10
Zm00001eb372530	0	0	0	0	0	0	0	0
Zm00001eb372540	4	6	0	13	13	5	6	4
Zm00001eb372550	76	55	155	105	106	84	94	88
Zm00001eb372570	417	593	444	480	647	434	335	364
Zm00001eb372580	0	0	0	0	0	0	0	0
Zm00001eb372590	0	0	0	0	0	0	0	0
Zm00001eb372600	0	0	7	0	19	5	3	3
Zm00001eb372610	0	0	0	0	0	0	0	0
Zm00001eb372620	0	0	0	0	0	0	0	0
Zm00001eb372630	0	0	0	0	0	0	0	0
Zm00001eb372640	0	0	0	0	0	0	0	0
Zm00001eb372650	0	0	0	0	0	0	0	0
Zm00001eb372660	237	180	151	134	134	132	69	74
Zm00001eb372670	0	0	0	0	0	0	0	0
Zm00001eb372690	0	0	0	0	0	0	0	0
Zm00001eb372700	416	453	412	286	386	312	193	264
Zm00001eb372710	21	20	29	0	4	15	0	0
Zm00001eb372720	0	0	0	0	0	0	0	0
Zm00001eb372730	0	0	4	1	9	0	0	5
Zm00001eb372740	0	0	0	0	1	0	0	0
Zm00001eb372750	288	236	140	185	484	248	113	150
Zm00001eb372760	0	0	0	0	0	0	0	0
Zm00001eb372770	738	678	720	746	841	720	646	806
Zm00001eb372780	0	0	5	0	0	0	0	0
Zm00001eb372790	832	1107	1139	1181	989	857	981	1184
Zm00001eb372800	0	0	0	0	0	0	0	0
Zm00001eb372810	0	0	0	0	0	0	0	0
Zm00001eb372830	147	206	130	51	74	46	32	89
Zm00001eb372850	0	0	0	0	0	0	0	0
Zm00001eb372860	54	22	53	15	47	43	60	39
Zm00001eb372870	0	0	0	0	0	0	8	4
Zm00001eb372880	5	2	8	16	10	18	15	10
Zm00001eb372900	160	216	133	128	194	152	151	122
Zm00001eb372930	0	0	0	0	0	0	0	0
Zm00001eb372940	0	0	0	0	2	0	0	0
Zm00001eb372950	1	2	0	3	3	10	0	0
Zm00001eb372960	336	345	258	192	346	337	272	231
Zm00001eb372970	525	570	360	309	539	442	445	525
Zm00001eb372980	797	966	788	870	1141	778	967	855
Zm00001eb372990	38	57	48	46	112	72	51	90
Zm00001eb373000	20	36	26	26	79	37	63	56
Zm00001eb373010	0	0	1	0	0	0	0	0
Zm00001eb373020	0	0	0	0	0	0	0	0
Zm00001eb373030	32952	39832	57045	33807	23401	26291	37279	35314
Zm00001eb373040	109	122	134	138	128	53	100	113
Zm00001eb373050	45238	49917	66743	44229	30435	31504	48272	41314
Zm00001eb373060	0	0	0	0	0	0	0	0
Zm00001eb373070	169	249	188	267	197	163	228	263
Zm00001eb373080	984	1181	1078	1117	1142	688	670	983
Zm00001eb373090	279	414	416	309	295	322	280	303
Zm00001eb373100	42	43	56	77	109	70	65	83
Zm00001eb373110	1387	1793	1537	1651	1569	1220	991	1016
Zm00001eb373120	139	231	146	124	345	207	73	161
Zm00001eb373130	107	221	248	237	153	98	94	171
Zm00001eb373140	305	294	326	394	352	280	325	354
Zm00001eb373150	5	0	6	0	5	1	0	3
Zm00001eb373160	0	0	0	0	2	0	0	0
Zm00001eb373170	0	0	0	0	0	0	0	0
Zm00001eb373180	697	577	675	499	865	489	616	552
Zm00001eb373190	15	4	11	5	6	3	22	7
Zm00001eb373200	857	753	624	554	1082	906	710	672
Zm00001eb373220	0	0	0	0	0	0	0	0
Zm00001eb373230	0	0	0	0	0	0	0	0
Zm00001eb373240	0	0	0	0	0	0	0	0
Zm00001eb373250	0	0	0	0	0	0	0	0
Zm00001eb373260	0	0	0	0	0	0	0	0
Zm00001eb373270	0	0	0	0	0	0	0	0
Zm00001eb373290	1411	1803	1326	1435	1195	883	769	887
Zm00001eb373300	456	402	437	572	295	264	281	394
Zm00001eb373310	0	0	0	0	0	0	0	0
Zm00001eb373320	0	0	0	0	0	0	0	0
Zm00001eb373330	46	48	41	85	136	33	66	89
Zm00001eb373340	478	601	511	509	1017	666	578	585
Zm00001eb373350	75	35	17	77	324	190	74	77
Zm00001eb373360	0	0	0	0	0	0	0	0
Zm00001eb373370	9	3	17	6	38	1	33	8
Zm00001eb373380	0	0	5	0	1	0	0	1
Zm00001eb373390	241	188	199	151	174	130	309	170
Zm00001eb373400	0	0	0	0	0	0	0	0
Zm00001eb373410	0	0	0	0	0	0	0	0
Zm00001eb373420	507	515	402	481	516	575	423	554
Zm00001eb373430	0	0	0	0	0	0	0	0
Zm00001eb373440	0	0	0	0	0	0	0	0
Zm00001eb373450	353	331	348	362	185	141	71	97
Zm00001eb373460	2	0	0	0	0	0	0	0
Zm00001eb373470	0	0	0	0	0	0	0	0
Zm00001eb373480	0	0	0	0	0	0	0	0
Zm00001eb373490	104	109	76	54	151	182	218	82
Zm00001eb373500	1771	2036	2186	1889	1944	1524	1601	1841
Zm00001eb373510	8	9	5	0	5	30	9	12
Zm00001eb373520	0	0	0	2	1	0	1	6
Zm00001eb373540	0	1	2	4	0	3	11	5
Zm00001eb373560	187	266	258	259	526	374	294	362
Zm00001eb373570	40	33	31	29	121	118	64	71
Zm00001eb373580	1645	1871	1759	1833	2246	1542	2055	1692
Zm00001eb373590	0	0	0	0	0	0	0	0
Zm00001eb373600	19	10	8	42	16	25	0	36
Zm00001eb373610	0	0	0	0	0	0	0	0
Zm00001eb373620	0	0	0	0	0	0	0	0
Zm00001eb373630	2431	2848	2389	2467	2682	1904	1926	2385
Zm00001eb373640	0	0	0	0	0	0	0	0
Zm00001eb373650	108	96	106	155	308	160	192	142
Zm00001eb373660	0	7	4	0	0	2	0	0
Zm00001eb373670	0	0	0	0	0	5	0	1
Zm00001eb373680	0	0	0	0	0	0	0	0
Zm00001eb373690	0	0	0	0	0	0	0	0
Zm00001eb373700	183	231	283	244	248	230	207	204
Zm00001eb373710	468	536	461	390	517	579	631	587
Zm00001eb373720	0	0	0	0	0	0	0	0
Zm00001eb373730	0	0	0	0	0	0	0	0
Zm00001eb373750	0	0	0	0	0	0	0	0
Zm00001eb373760	682	555	569	486	927	687	517	566
Zm00001eb373770	0	1	0	0	3	0	2	2
Zm00001eb373790	722	759	695	730	645	691	585	621
Zm00001eb373800	105	137	107	126	212	130	107	170
Zm00001eb373810	0	0	0	0	0	0	0	0
Zm00001eb373820	0	0	6	0	7	0	0	0
Zm00001eb373830	0	0	0	0	0	0	0	0
Zm00001eb373840	3	0	0	0	0	9	11	6
Zm00001eb373860	0	0	0	0	0	0	0	0
Zm00001eb373880	0	0	0	0	0	0	0	0
Zm00001eb373900	46	41	58	52	70	40	9	36
Zm00001eb373910	29	23	17	26	36	15	26	56
Zm00001eb373920	7	8	0	18	3	3	0	9
Zm00001eb373930	1021	953	1123	883	965	834	874	1034
Zm00001eb373940	0	0	0	0	0	0	7	0
Zm00001eb373950	0	7	0	0	1	0	5	2
Zm00001eb373960	5673	6351	4717	5542	4977	3954	3133	4018
Zm00001eb373970	250	250	266	302	375	244	389	281
Zm00001eb373980	847	960	833	1028	861	725	559	793
Zm00001eb373990	1044	1366	1356	1000	1601	1222	1356	1596
Zm00001eb374000	625	544	520	463	571	310	544	526
Zm00001eb374010	11	5	12	5	30	14	14	15
Zm00001eb374020	0	0	0	0	0	0	0	0
Zm00001eb374030	0	0	0	0	0	0	0	0
Zm00001eb374040	52	90	123	52	63	83	74	131
Zm00001eb374050	0	0	0	0	0	0	0	0
Zm00001eb374060	0	0	0	0	0	0	0	0
Zm00001eb374070	0	0	0	0	0	0	0	0
Zm00001eb374080	686	961	906	736	661	485	646	749
Zm00001eb374090	15353	19076	16797	15526	84375	54895	41542	40743
Zm00001eb374100	3053	3379	4268	2748	3795	3262	4167	3742
Zm00001eb374110	820	1030	873	901	836	764	744	940
Zm00001eb374120	628	757	627	638	779	603	494	827
Zm00001eb374130	12	36	16	101	57	39	56	44
Zm00001eb374140	0	0	0	0	4	6	0	1
Zm00001eb374150	1239	1322	1509	1251	1513	1418	1565	1469
Zm00001eb374160	751	853	641	899	870	636	675	737
Zm00001eb374170	0	0	0	0	0	0	0	0
Zm00001eb374180	0	0	0	0	0	0	0	0
Zm00001eb374190	4	2	5	0	0	1	0	0
Zm00001eb374200	331	311	370	361	291	290	227	246
Zm00001eb374210	22	15	13	0	7	11	29	6
Zm00001eb374220	0	0	0	0	0	0	0	0
Zm00001eb374230	0	0	0	0	0	0	0	0
Zm00001eb374240	18	11	12	0	38	24	52	37
Zm00001eb374270	1129	1295	993	836	1788	1414	1019	1174
Zm00001eb374280	167	201	148	243	178	151	179	206
Zm00001eb374290	0	0	0	0	0	0	0	0
Zm00001eb374300	523	641	588	666	488	350	595	606
Zm00001eb374310	15	4	24	18	15	30	27	39
Zm00001eb374320	7	0	5	0	8	3	0	5
Zm00001eb374330	2667	2877	2502	2541	3596	2380	2396	2706
Zm00001eb374340	0	0	0	0	0	0	0	0
Zm00001eb374350	449	671	497	537	418	367	435	385
Zm00001eb374360	524	793	674	541	749	670	827	842
Zm00001eb374380	1130	1351	1081	1006	961	759	893	858
Zm00001eb374390	0	0	0	10	4	3	0	7
Zm00001eb374400	0	0	0	0	0	0	0	0
Zm00001eb374410	0	0	0	0	0	0	0	0
Zm00001eb374420	0	0	0	0	0	0	0	0
Zm00001eb374430	0	0	2	21	0	0	12	10
Zm00001eb374440	299	341	243	342	350	229	226	266
Zm00001eb374450	15	48	27	12	14	14	9	11
Zm00001eb374460	1029	1302	1290	1287	1759	1335	1438	1324
Zm00001eb374470	3238	3137	2910	2738	5023	3111	2789	3324
Zm00001eb374480	3	0	0	0	0	8	28	0
Zm00001eb374490	0	0	0	0	0	0	0	0
Zm00001eb374500	29	7	23	56	40	62	54	40
Zm00001eb374510	16	29	21	11	21	36	24	7
Zm00001eb374520	30	53	26	35	15	10	25	2
Zm00001eb374530	0	0	0	0	0	0	0	0
Zm00001eb374540	0	0	0	0	0	0	0	0
Zm00001eb374550	0	0	0	0	0	0	0	0
Zm00001eb374560	131	254	154	158	137	129	215	137
Zm00001eb374580	35	51	54	29	30	38	74	60
Zm00001eb374590	0	0	0	0	0	0	0	0
Zm00001eb374600	0	0	3	0	0	0	0	3
Zm00001eb374610	0	0	0	0	0	0	0	0
Zm00001eb374630	0	5	8	2	4	3	6	3
Zm00001eb374640	221	234	238	246	226	239	306	233
Zm00001eb374650	0	0	0	0	0	0	0	0
Zm00001eb374660	0	0	0	0	0	0	0	0
Zm00001eb374670	2722	3048	2867	2520	4027	3004	2779	3123
Zm00001eb374680	0	0	0	0	0	0	0	0
Zm00001eb374690	0	0	0	0	0	0	0	0
Zm00001eb374700	0	0	0	0	0	0	0	0
Zm00001eb374710	699	1123	836	822	830	933	1013	999
Zm00001eb374750	99	123	120	70	137	43	92	151
Zm00001eb374760	33	10	29	8	32	17	3	39
Zm00001eb374780	50	73	61	48	80	74	41	46
Zm00001eb374790	0	0	0	0	0	0	0	0
Zm00001eb374800	0	0	0	0	0	5	0	0
Zm00001eb374810	0	7	0	0	0	0	0	0
Zm00001eb374820	168	129	164	91	144	167	207	107
Zm00001eb374830	0	0	0	0	0	0	0	0
Zm00001eb374840	0	9	8	7	5	0	2	8
Zm00001eb374850	0	0	0	0	0	0	0	0
Zm00001eb374860	0	0	14	0	0	0	0	2
Zm00001eb374870	632	559	424	330	596	369	275	313
Zm00001eb374880	0	1	0	0	9	0	8	0
Zm00001eb374890	0	0	0	0	0	0	0	0
Zm00001eb374910	2	29	38	70	67	49	75	31
Zm00001eb374920	442	554	491	485	450	426	503	636
Zm00001eb374930	7	0	0	0	0	0	0	5
Zm00001eb374940	0	0	0	0	0	0	0	0
Zm00001eb374950	0	0	0	0	0	0	0	0
Zm00001eb374960	0	0	0	0	0	0	0	0
Zm00001eb374970	0	0	0	0	0	0	0	0
Zm00001eb374980	396	379	362	342	634	408	386	447
Zm00001eb374990	0	0	0	0	0	0	0	0
Zm00001eb375000	0	0	0	0	0	0	0	0
Zm00001eb375010	253	241	209	183	418	387	240	336
Zm00001eb375020	0	0	0	0	0	0	0	0
Zm00001eb375030	72	89	42	55	36	28	25	36
Zm00001eb375040	4896	5265	4870	4783	4862	3902	3471	4919
Zm00001eb375050	17	0	39	29	36	31	8	19
Zm00001eb375060	29	10	12	3	15	6	29	30
Zm00001eb375070	22	11	0	12	8	3	12	10
Zm00001eb375080	0	0	0	0	0	0	0	0
Zm00001eb375090	0	0	0	0	0	0	0	0
Zm00001eb375100	0	0	0	0	0	0	0	0
Zm00001eb375110	130	137	116	91	235	215	126	115
Zm00001eb375120	0	0	0	0	0	0	0	0
Zm00001eb375130	771	956	896	937	1166	941	883	1261
Zm00001eb375140	290	290	341	295	388	269	172	226
Zm00001eb375150	0	0	0	0	0	0	0	0
Zm00001eb375160	0	0	0	0	0	0	0	0
Zm00001eb375170	0	0	0	0	0	0	0	0
Zm00001eb375180	1820	2172	1710	1817	2007	1521	1479	1605
Zm00001eb375190	1758	1976	1643	1725	1904	1335	1419	1547
Zm00001eb375200	1227	1623	1463	1443	1222	1001	986	1466
Zm00001eb375210	1037	1246	1072	1020	1677	1351	1312	1294
Zm00001eb375220	0	0	0	0	0	0	0	0
Zm00001eb375230	0	11	24	0	21	20	7	48
Zm00001eb375240	1870	1543	1199	1311	1725	1254	865	1098
Zm00001eb375250	304	377	258	226	387	279	204	213
Zm00001eb375260	0	0	0	0	0	0	0	0
Zm00001eb375270	246	220	202	181	499	338	389	351
Zm00001eb375280	0	0	0	0	0	0	0	2
Zm00001eb375290	0	0	0	5	0	0	0	0
Zm00001eb375300	51	90	58	72	70	39	28	62
Zm00001eb375310	59	31	10	10	51	38	27	57
Zm00001eb375320	208	158	164	153	162	116	166	95
Zm00001eb375330	0	0	0	0	0	0	0	0
Zm00001eb375340	0	0	2	0	0	0	0	6
Zm00001eb375360	0	8	24	9	21	16	13	29
Zm00001eb375370	4	11	9	8	9	3	11	34
Zm00001eb375380	1632	1628	1682	1356	2604	1746	1646	1857
Zm00001eb375390	4	20	1	0	44	43	64	41
Zm00001eb375400	121	127	139	210	190	143	166	152
Zm00001eb375410	440	543	454	510	396	270	354	324
Zm00001eb375420	532	556	518	516	557	501	448	461
Zm00001eb375430	2190	2655	2324	2129	4471	3536	3576	3208
Zm00001eb375440	23	13	17	26	72	28	69	41
Zm00001eb375450	139	145	63	34	264	137	94	127
Zm00001eb375460	0	6	0	0	6	0	0	7
Zm00001eb375480	472	504	422	316	792	515	363	438
Zm00001eb375490	193	244	142	197	180	136	119	172
Zm00001eb375500	530	830	703	751	569	473	643	625
Zm00001eb375510	1562	1676	1675	1635	1691	1621	1675	1817
Zm00001eb375520	900	943	857	802	1149	678	722	907
Zm00001eb375530	9069	10248	11228	9394	11187	8610	8531	12184
Zm00001eb375540	0	0	0	0	0	0	0	0
Zm00001eb375550	0	0	3	0	1	3	0	11
Zm00001eb375560	1231	1223	1097	915	2008	1400	1164	1171
Zm00001eb375570	15	6	3	0	20	18	5	12
Zm00001eb375580	128	104	94	108	304	172	149	126
Zm00001eb375590	5	0	0	0	1	3	0	0
Zm00001eb375600	697	769	497	487	803	580	311	442
Zm00001eb375620	103	120	150	113	109	38	53	58
Zm00001eb375630	0	0	0	0	0	0	0	0
Zm00001eb375640	221	285	280	163	238	260	223	255
Zm00001eb375650	0	7	0	5	4	3	1	1
Zm00001eb375660	87	131	102	116	165	129	70	117
Zm00001eb375670	518	284	380	559	351	302	358	459
Zm00001eb375680	502	460	534	682	733	584	511	501
Zm00001eb375690	833	781	705	703	881	704	643	761
Zm00001eb375700	686	765	676	697	1001	770	801	909
Zm00001eb375710	87	83	84	81	120	103	89	109
Zm00001eb375720	0	0	0	0	0	0	0	0
Zm00001eb375730	76	101	98	34	281	157	127	129
Zm00001eb375740	0	0	0	0	0	0	0	0
Zm00001eb375750	0	0	0	0	0	0	0	0
Zm00001eb375760	0	0	0	0	0	0	0	0
Zm00001eb375770	0	0	0	0	0	0	0	0
Zm00001eb375780	0	0	0	0	0	0	0	0
